prefix,resource,organisation,reference,entity
national-nature-reserve,,government-organisation:PB202,TM058134,45000168
national-nature-reserve,,government-organisation:PB202,TM058134,45000169
national-nature-reserve,,government-organisation:PB202,TM058134,45000170
national-nature-reserve,,government-organisation:PB202,TM058134,45000171
national-nature-reserve,,government-organisation:PB202,SK899188,45000172
national-nature-reserve,,government-organisation:PB202,SK899188,45000173
national-nature-reserve,,government-organisation:PB202,NY690795,45000174
national-nature-reserve,,government-organisation:PB202,NY690795,45000175
national-nature-reserve,,government-organisation:PB202,NY682957,45000176
national-nature-reserve,,government-organisation:PB202,TL131307,45000177
national-nature-reserve,,government-organisation:PB202,TQ835848,45000178
national-nature-reserve,,government-organisation:PB202,SD800785,45000179
national-nature-reserve,,government-organisation:PB202,TL846801,45000180
national-nature-reserve,,government-organisation:PB202,NY173485,45000181
national-nature-reserve,,government-organisation:PB202,TF564586,45000182
national-nature-reserve,,government-organisation:PB202,SX224687,45000183
national-nature-reserve,,government-organisation:PB202,ST435730,45000184
national-nature-reserve,,government-organisation:PB202,ST435730,45000185
national-nature-reserve,,government-organisation:PB202,NY679739,45000186
national-nature-reserve,,government-organisation:PB202,NY679739,45000187
national-nature-reserve,,government-organisation:PB202,TL571403,45000188
national-nature-reserve,,government-organisation:PB202,NY065005,45000189
national-nature-reserve,,government-organisation:PB202,ST515128,45000190
national-nature-reserve,,government-organisation:PB202,SS865455,45000191
national-nature-reserve,,government-organisation:PB202,SS865455,45000192
national-nature-reserve,,government-organisation:PB202,TQ781762,45000193
national-nature-reserve,,government-organisation:PB202,NY062180,45000194
national-nature-reserve,,government-organisation:PB202,TF716448,45000195
national-nature-reserve,,government-organisation:PB202,ST457021,45000196
national-nature-reserve,,government-organisation:PB202,SJ928445,45000197
national-nature-reserve,,government-organisation:PB202,NY655098,45000198
national-nature-reserve,,government-organisation:PB202,TQ544016,45000199
national-nature-reserve,,government-organisation:PB202,SO341425,45000200
national-nature-reserve,,government-organisation:PB202,TA410124,45000201
national-nature-reserve,,government-organisation:PB202,TF918453,45000202
national-nature-reserve,,government-organisation:PB202,TF918453,45000203
national-nature-reserve,,government-organisation:PB202,TF918453,45000204
national-nature-reserve,,government-organisation:PB202,TF918453,45000205
national-nature-reserve,,government-organisation:PB202,TF918453,45000206
national-nature-reserve,,government-organisation:PB202,TF918453,45000207
national-nature-reserve,,government-organisation:PB202,TF918453,45000208
national-nature-reserve,,government-organisation:PB202,TF918453,45000209
national-nature-reserve,,government-organisation:PB202,TF918453,45000210
national-nature-reserve,,government-organisation:PB202,TF918453,45000211
national-nature-reserve,,government-organisation:PB202,TF918453,45000212
national-nature-reserve,,government-organisation:PB202,TF918453,45000213
national-nature-reserve,,government-organisation:PB202,TF918453,45000214
national-nature-reserve,,government-organisation:PB202,TF918453,45000215
national-nature-reserve,,government-organisation:PB202,NY798668,45000216
national-nature-reserve,,government-organisation:PB202,TM457697,45000217
national-nature-reserve,,government-organisation:PB202,TM457697,45000218
national-nature-reserve,,government-organisation:PB202,ST845124,45000219
national-nature-reserve,,government-organisation:PB202,ST845124,45000220
national-nature-reserve,,government-organisation:PB202,SS301080,45000221
national-nature-reserve,,government-organisation:PB202,SS301080,45000222
national-nature-reserve,,government-organisation:PB202,SS301080,45000223
national-nature-reserve,,government-organisation:PB202,SD890668,45000224
national-nature-reserve,,government-organisation:PB202,SD931642,45000225
national-nature-reserve,,government-organisation:PB202,SU643208,45000226
national-nature-reserve,,government-organisation:PB202,TR353625,45000227
national-nature-reserve,,government-organisation:PB202,TR353625,45000228
national-nature-reserve,,government-organisation:PB202,NY134268,45000229
national-nature-reserve,,government-organisation:PB202,SJ744842,45000230
national-nature-reserve,,government-organisation:PB202,SD334886,45000231
national-nature-reserve,,government-organisation:PB202,SO369997,45000232
national-nature-reserve,,government-organisation:PB202,SO369997,45000233
national-nature-reserve,,government-organisation:PB202,SP098970,45000234
national-nature-reserve,,government-organisation:PB202,SP098970,45000235
national-nature-reserve,,government-organisation:PB202,SP098970,45000236
national-nature-reserve,,government-organisation:PB202,SP098970,45000237
national-nature-reserve,,government-organisation:PB202,TL251826,45000238
national-nature-reserve,,government-organisation:PB202,SU459996,45000239
national-nature-reserve,,government-organisation:PB202,NZ315326,45000240
national-nature-reserve,,government-organisation:PB202,SU950850,45000241
national-nature-reserve,,government-organisation:PB202,TG322345,45000242
national-nature-reserve,,government-organisation:PB202,SD479769,45000243
national-nature-reserve,,government-organisation:PB202,SO942398,45000244
national-nature-reserve,,government-organisation:PB202,SX984796,45000245
national-nature-reserve,,government-organisation:PB202,SU093946,45000246
national-nature-reserve,,government-organisation:PB202,SU093946,45000247
national-nature-reserve,,government-organisation:PB202,SU561620,45000248
national-nature-reserve,,government-organisation:PB202,SD178725,45000249
national-nature-reserve,,government-organisation:PB202,SU537031,45000250
national-nature-reserve,,government-organisation:PB202,SY596878,45000251
national-nature-reserve,,government-organisation:PB202,SY596878,45000252
national-nature-reserve,,government-organisation:PB202,TQ443090,45000253
national-nature-reserve,,government-organisation:PB202,TQ176597,45000254
national-nature-reserve,,government-organisation:PB202,TQ597742,45000255
national-nature-reserve,,government-organisation:PB202,TR077452,45000256
national-nature-reserve,,government-organisation:PB202,TR077452,45000257
national-nature-reserve,,government-organisation:PB202,TR077452,45000258
national-nature-reserve,,government-organisation:PB202,SJ473343,45000259
national-nature-reserve,,government-organisation:PB202,SD189750,45000260
national-nature-reserve,,government-organisation:PB202,TF131680,45000261
national-nature-reserve,,government-organisation:PB202,TF131680,45000262
national-nature-reserve,,government-organisation:PB202,TF131680,45000263
national-nature-reserve,,government-organisation:PB202,TF131680,45000264
national-nature-reserve,,government-organisation:PB202,TF131680,45000265
national-nature-reserve,,government-organisation:PB202,TF131680,45000266
national-nature-reserve,,government-organisation:PB202,TF131680,45000267
national-nature-reserve,,government-organisation:PB202,TF131680,45000268
national-nature-reserve,,government-organisation:PB202,TF131680,45000269
national-nature-reserve,,government-organisation:PB202,TF131680,45000270
national-nature-reserve,,government-organisation:PB202,SD538787,45000271
national-nature-reserve,,government-organisation:PB202,SD538787,45000272
national-nature-reserve,,government-organisation:PB202,SD549776,45000273
national-nature-reserve,,government-organisation:PB202,SD549776,45000274
national-nature-reserve,,government-organisation:PB202,TG411259,45000275
national-nature-reserve,,government-organisation:PB202,NT697040,45000276
national-nature-reserve,,government-organisation:PB202,SP335168,45000277
national-nature-reserve,,government-organisation:PB202,SU002361,45000278
national-nature-reserve,,government-organisation:PB202,TR008341,45000279
national-nature-reserve,,government-organisation:PB202,TR008341,45000280
national-nature-reserve,,government-organisation:PB202,TQ661062,45000281
national-nature-reserve,,government-organisation:PB202,TQ661062,45000282
national-nature-reserve,,government-organisation:PB202,TQ661062,45000283
national-nature-reserve,,government-organisation:PB202,SU714198,45000284
national-nature-reserve,,government-organisation:PB202,SU714198,45000285
national-nature-reserve,,government-organisation:PB202,SU714198,45000286
national-nature-reserve,,government-organisation:PB202,SU714198,45000287
national-nature-reserve,,government-organisation:PB202,NY769696,45000288
national-nature-reserve,,government-organisation:PB202,NU218359,45000289
national-nature-reserve,,government-organisation:PB202,NU218359,45000290
national-nature-reserve,,government-organisation:PB202,NU218359,45000291
national-nature-reserve,,government-organisation:PB202,NU218359,45000292
national-nature-reserve,,government-organisation:PB202,NU218359,45000293
national-nature-reserve,,government-organisation:PB202,NU218359,45000294
national-nature-reserve,,government-organisation:PB202,NU218359,45000295
national-nature-reserve,,government-organisation:PB202,NU218359,45000296
national-nature-reserve,,government-organisation:PB202,NU218359,45000297
national-nature-reserve,,government-organisation:PB202,NU218359,45000298
national-nature-reserve,,government-organisation:PB202,NU218359,45000299
national-nature-reserve,,government-organisation:PB202,NU218359,45000300
national-nature-reserve,,government-organisation:PB202,NU218359,45000301
national-nature-reserve,,government-organisation:PB202,NU218359,45000302
national-nature-reserve,,government-organisation:PB202,NU218359,45000303
national-nature-reserve,,government-organisation:PB202,NU218359,45000304
national-nature-reserve,,government-organisation:PB202,NU218359,45000305
national-nature-reserve,,government-organisation:PB202,NU218359,45000306
national-nature-reserve,,government-organisation:PB202,NU218359,45000307
national-nature-reserve,,government-organisation:PB202,NU218359,45000308
national-nature-reserve,,government-organisation:PB202,NU218359,45000309
national-nature-reserve,,government-organisation:PB202,NU218359,45000310
national-nature-reserve,,government-organisation:PB202,NU218359,45000311
national-nature-reserve,,government-organisation:PB202,NU218359,45000312
national-nature-reserve,,government-organisation:PB202,NU218359,45000313
national-nature-reserve,,government-organisation:PB202,NU218359,45000314
national-nature-reserve,,government-organisation:PB202,NU218359,45000315
national-nature-reserve,,government-organisation:PB202,NU218359,45000316
national-nature-reserve,,government-organisation:PB202,NU218359,45000317
national-nature-reserve,,government-organisation:PB202,NU218359,45000318
national-nature-reserve,,government-organisation:PB202,NU218359,45000319
national-nature-reserve,,government-organisation:PB202,NU218359,45000320
national-nature-reserve,,government-organisation:PB202,NU218359,45000321
national-nature-reserve,,government-organisation:PB202,NU218359,45000322
national-nature-reserve,,government-organisation:PB202,NU218359,45000323
national-nature-reserve,,government-organisation:PB202,NU218359,45000324
national-nature-reserve,,government-organisation:PB202,SO439737,45000325
national-nature-reserve,,government-organisation:PB202,SU824112,45000326
national-nature-reserve,,government-organisation:PB202,SK023281,45000327
national-nature-reserve,,government-organisation:PB202,TR286447,45000328
national-nature-reserve,,government-organisation:PB202,TM049796,45000329
national-nature-reserve,,government-organisation:PB202,ST559734,45000330
national-nature-reserve,,government-organisation:PB202,ST559734,45000331
national-nature-reserve,,government-organisation:PB202,TF075046,45000332
national-nature-reserve,,government-organisation:PB202,SO539086,45000333
national-nature-reserve,,government-organisation:PB202,NY254585,45000334
national-nature-reserve,,government-organisation:PB202,NY254585,45000335
national-nature-reserve,,government-organisation:PB202,NY219528,45000336
national-nature-reserve,,government-organisation:PB202,NY219528,45000337
national-nature-reserve,,government-organisation:PB202,NY219528,45000338
national-nature-reserve,,government-organisation:PB202,NY219528,45000339
national-nature-reserve,,government-organisation:PB202,NY219528,45000340
national-nature-reserve,,government-organisation:PB202,NY219528,45000341
national-nature-reserve,,government-organisation:PB202,NY219528,45000342
national-nature-reserve,,government-organisation:PB202,NY219528,45000343
national-nature-reserve,,government-organisation:PB202,NY219528,45000344
national-nature-reserve,,government-organisation:PB202,NY219528,45000345
national-nature-reserve,,government-organisation:PB202,NY219528,45000346
national-nature-reserve,,government-organisation:PB202,NY219528,45000347
national-nature-reserve,,government-organisation:PB202,NY219528,45000348
national-nature-reserve,,government-organisation:PB202,NY219528,45000349
national-nature-reserve,,government-organisation:PB202,SO532030,45000350
national-nature-reserve,,government-organisation:PB202,TR103600,45000351
national-nature-reserve,,government-organisation:PB202,TR103600,45000352
national-nature-reserve,,government-organisation:PB202,TR103600,45000353
national-nature-reserve,,government-organisation:PB202,TR103600,45000354
national-nature-reserve,,government-organisation:PB202,TR103600,45000355
national-nature-reserve,,government-organisation:PB202,TQ372067,45000356
national-nature-reserve,,government-organisation:PB202,SK616683,45000357
national-nature-reserve,,government-organisation:PB202,SJ696502,45000358
national-nature-reserve,,government-organisation:PB202,SJ696502,45000359
national-nature-reserve,,government-organisation:PB202,NY728072,45000360
national-nature-reserve,,government-organisation:PB202,ST300169,45000361
national-nature-reserve,,government-organisation:PB202,NZ432395,45000362
national-nature-reserve,,government-organisation:PB202,NZ432395,45000363
national-nature-reserve,,government-organisation:PB202,NZ432395,45000364
national-nature-reserve,,government-organisation:PB202,NZ485370,45000365
national-nature-reserve,,government-organisation:PB202,NZ485370,45000366
national-nature-reserve,,government-organisation:PB202,NZ485370,45000367
national-nature-reserve,,government-organisation:PB202,NZ485370,45000368
national-nature-reserve,,government-organisation:PB202,NZ485370,45000369
national-nature-reserve,,government-organisation:PB202,SK174732,45000370
national-nature-reserve,,government-organisation:PB202,SK174732,45000371
national-nature-reserve,,government-organisation:PB202,SK174732,45000372
national-nature-reserve,,government-organisation:PB202,SK174732,45000373
national-nature-reserve,,government-organisation:PB202,SK174732,45000374
national-nature-reserve,,government-organisation:PB202,SK174732,45000375
national-nature-reserve,,government-organisation:PB202,TM044033,45000376
national-nature-reserve,,government-organisation:PB202,TL647694,45000377
national-nature-reserve,,government-organisation:PB202,TL206889,45000378
national-nature-reserve,,government-organisation:PB202,TL206889,45000379
national-nature-reserve,,government-organisation:PB202,TL206889,45000380
national-nature-reserve,,government-organisation:PB202,TL554701,45000381
national-nature-reserve,,government-organisation:PB202,SU976271,45000382
national-nature-reserve,,government-organisation:PB202,TL229844,45000383
national-nature-reserve,,government-organisation:PB202,TL320058,45000384
national-nature-reserve,,government-organisation:PB202,TL320058,45000385
national-nature-reserve,,government-organisation:PB202,TL320058,45000386
national-nature-reserve,,government-organisation:PB202,TL320058,45000387
national-nature-reserve,,government-organisation:PB202,TL320058,45000388
national-nature-reserve,,government-organisation:PB202,SY617975,45000389
national-nature-reserve,,government-organisation:PB202,SY617975,45000390
national-nature-reserve,,government-organisation:PB202,SY617975,45000391
national-nature-reserve,,government-organisation:PB202,TR226620,45000392
national-nature-reserve,,government-organisation:PB202,SK824366,45000393
national-nature-reserve,,government-organisation:PB202,SK824366,45000394
national-nature-reserve,,government-organisation:PB202,TM229253,45000395
national-nature-reserve,,government-organisation:PB202,TM229253,45000396
national-nature-reserve,,government-organisation:PB202,TM229253,45000397
national-nature-reserve,,government-organisation:PB202,SO547144,45000398
national-nature-reserve,,government-organisation:PB202,TG338162,45000399
national-nature-reserve,,government-organisation:PB202,TG338162,45000400
national-nature-reserve,,government-organisation:PB202,TG338162,45000401
national-nature-reserve,,government-organisation:PB202,TG423211,45000402
national-nature-reserve,,government-organisation:PB202,TG423211,45000403
national-nature-reserve,,government-organisation:PB202,TG366193,45000404
national-nature-reserve,,government-organisation:PB202,TG407178,45000405
national-nature-reserve,,government-organisation:PB202,TG407178,45000406
national-nature-reserve,,government-organisation:PB202,TG407178,45000407
national-nature-reserve,,government-organisation:PB202,TG457203,45000408
national-nature-reserve,,government-organisation:PB202,TG345055,45000409
national-nature-reserve,,government-organisation:PB202,TG345055,45000410
national-nature-reserve,,government-organisation:PB202,TG345055,45000411
national-nature-reserve,,government-organisation:PB202,TG345055,45000412
national-nature-reserve,,government-organisation:PB202,TG345055,45000413
national-nature-reserve,,government-organisation:PB202,TG345055,45000414
national-nature-reserve,,government-organisation:PB202,TG361214,45000415
national-nature-reserve,,government-organisation:PB202,TG361214,45000416
national-nature-reserve,,government-organisation:PB202,TG361214,45000417
national-nature-reserve,,government-organisation:PB202,TQ198728,45000418
national-nature-reserve,,government-organisation:PB202,SE658373,45000419
national-nature-reserve,,government-organisation:PB202,SE658373,45000420
national-nature-reserve,,government-organisation:PB202,SJ839132,45000421
national-nature-reserve,,government-organisation:PB202,SJ839132,45000422
national-nature-reserve,,government-organisation:PB202,SD223854,45000423
national-nature-reserve,,government-organisation:PB202,SD223854,45000424
national-nature-reserve,,government-organisation:PB202,SD223854,45000425
national-nature-reserve,,government-organisation:PB202,SD223854,45000426
national-nature-reserve,,government-organisation:PB202,SD223854,45000427
national-nature-reserve,,government-organisation:PB202,SD223854,45000428
national-nature-reserve,,government-organisation:PB202,SD223854,45000429
national-nature-reserve,,government-organisation:PB202,SD223854,45000430
national-nature-reserve,,government-organisation:PB202,SD223854,45000431
national-nature-reserve,,government-organisation:PB202,SD223854,45000432
national-nature-reserve,,government-organisation:PB202,ST985254,45000433
national-nature-reserve,,government-organisation:PB202,SU975646,45000434
national-nature-reserve,,government-organisation:PB202,SU975646,45000435
national-nature-reserve,,government-organisation:PB202,SU975646,45000436
national-nature-reserve,,government-organisation:PB202,SU975646,45000437
national-nature-reserve,,government-organisation:PB202,SU975646,45000438
national-nature-reserve,,government-organisation:PB202,SU975646,45000439
national-nature-reserve,,government-organisation:PB202,SU910407,45000440
national-nature-reserve,,government-organisation:PB202,SU910407,45000441
national-nature-reserve,,government-organisation:PB202,SU910407,45000442
national-nature-reserve,,government-organisation:PB202,SU910407,45000443
national-nature-reserve,,government-organisation:PB202,SK363229,45000444
national-nature-reserve,,government-organisation:PB202,SK363229,45000445
national-nature-reserve,,government-organisation:PB202,SU105638,45000446
national-nature-reserve,,government-organisation:PB202,SU105638,45000447
national-nature-reserve,,government-organisation:PB202,SE985866,45000448
national-nature-reserve,,government-organisation:PB202,SE985866,45000449
national-nature-reserve,,government-organisation:PB202,SE985866,45000450
national-nature-reserve,,government-organisation:PB202,TF686224,45000451
national-nature-reserve,,government-organisation:PB202,SO892115,45000452
national-nature-reserve,,government-organisation:PB202,SO892115,45000453
national-nature-reserve,,government-organisation:PB202,SO892115,45000454
national-nature-reserve,,government-organisation:PB202,SO892115,45000455
national-nature-reserve,,government-organisation:PB202,SO892115,45000456
national-nature-reserve,,government-organisation:PB202,SO892115,45000457
national-nature-reserve,,government-organisation:PB202,SO892115,45000458
national-nature-reserve,,government-organisation:PB202,SO892115,45000459
national-nature-reserve,,government-organisation:PB202,SO892115,45000460
national-nature-reserve,,government-organisation:PB202,SO892115,45000461
national-nature-reserve,,government-organisation:PB202,SO892115,45000462
national-nature-reserve,,government-organisation:PB202,SO892115,45000463
national-nature-reserve,,government-organisation:PB202,SO892115,45000464
national-nature-reserve,,government-organisation:PB202,SO892115,45000465
national-nature-reserve,,government-organisation:PB202,SO892115,45000466
national-nature-reserve,,government-organisation:PB202,SD334821,45000467
national-nature-reserve,,government-organisation:PB202,SD334821,45000468
national-nature-reserve,,government-organisation:PB202,TR073188,45000469
national-nature-reserve,,government-organisation:PB202,TR073188,45000470
national-nature-reserve,,government-organisation:PB202,TR073188,45000471
national-nature-reserve,,government-organisation:PB202,TR073188,45000472
national-nature-reserve,,government-organisation:PB202,TR073188,45000473
national-nature-reserve,,government-organisation:PB202,TR073188,45000474
national-nature-reserve,,government-organisation:PB202,TR073188,45000475
national-nature-reserve,,government-organisation:PB202,TR073188,45000476
national-nature-reserve,,government-organisation:PB202,TR073188,45000477
national-nature-reserve,,government-organisation:PB202,TR073188,45000478
national-nature-reserve,,government-organisation:PB202,TR073188,45000479
